,model,tmscore
0,af3_jian_0,0.333
1,af3_jian_1,0.321
2,af3_jian_2,0.328
3,af3_jian_3,0.329
4,af3_jian_4,0.336
5,af3_jian_5,0.336
6,af3_jian_6,0.345
7,af3_jian_7,0.348
8,af3_jian_8,0.353
9,af3_jian_9,0.333
10,af3_pawan_0,0.368
11,af3_pawan_1,0.331
12,af3_pawan_2,0.348
13,af3_pawan_3,0.351
14,af3_pawan_4,0.365
15,af3_pawan_5,0.371
16,af3_pawan_6,0.331
17,af3_pawan_7,0.328
18,af3_pawan_8,0.356
19,af3_pawan_9,0.403
20,afsample_v1_0,0.043
21,afsample_v1_1,0.015
22,afsample_v1_2,0.026
23,afsample_v1_3,0.014
24,afsample_v1_4,0.03
25,afsample_v1_not_0,0.016
26,afsample_v1_not_1,0.038
27,afsample_v1_not_2,0.014
28,afsample_v1_not_3,0.031
29,afsample_v1_not_4,0.053
30,afsample_v1_r21_not_0,0.017
31,afsample_v1_r21_not_1,0.0
32,afsample_v1_r21_not_2,0.017
33,afsample_v1_r21_not_3,0.028
34,afsample_v1_r21_not_4,0.034
35,afsample_v2_0,0.032
36,afsample_v2_1,0.138
37,afsample_v2_2,0.118
38,afsample_v2_3,0.0
39,afsample_v2_4,0.0
40,afsample_v2_not_0,0.123
41,afsample_v2_not_1,0.104
42,afsample_v2_not_2,0.07
43,afsample_v2_not_3,0.122
44,afsample_v2_not_4,0.134
45,afsample_v2_r21_not_0,0.0
46,afsample_v2_r21_not_1,0.056
47,afsample_v2_r21_not_2,0.09
48,afsample_v2_r21_not_3,0.018
49,afsample_v2_r21_not_4,0.075
50,colabfold_casp16_web_0,0.587
51,colabfold_casp16_web_1,0.029
52,colabfold_casp16_web_2,0.068
53,colabfold_casp16_web_3,0.045
54,colabfold_casp16_web_4,0.029
55,colabfold_casp16_web_not_0,0.558
56,colabfold_casp16_web_not_1,0.032
57,colabfold_casp16_web_not_2,0.122
58,colabfold_casp16_web_not_3,0.0
59,colabfold_casp16_web_not_4,0.027
60,deepmsa2_0_0,0.014
61,deepmsa2_0_1,0.659
62,deepmsa2_0_2,0.055
63,deepmsa2_0_3,0.065
64,deepmsa2_0_4,0.013
65,deepmsa2_1_0,0.075
66,deepmsa2_1_1,0.098
67,deepmsa2_1_2,0.091
68,deepmsa2_1_3,0.0
69,deepmsa2_1_4,0.014
70,deepmsa2_10_0,0.828
71,deepmsa2_10_1,0.839
72,deepmsa2_10_2,0.033
73,deepmsa2_10_3,0.11
74,deepmsa2_10_4,0.097
75,deepmsa2_11_0,0.014
76,deepmsa2_11_1,0.077
77,deepmsa2_11_2,0.075
78,deepmsa2_11_3,0.032
79,deepmsa2_11_4,0.089
80,deepmsa2_12_0,0.122
81,deepmsa2_12_1,0.015
82,deepmsa2_12_2,0.104
83,deepmsa2_12_3,0.098
84,deepmsa2_12_4,0.092
85,deepmsa2_13_0,0.108
86,deepmsa2_13_1,0.114
87,deepmsa2_13_2,0.547
88,deepmsa2_13_3,0.089
89,deepmsa2_13_4,0.074
90,deepmsa2_14_0,0.143
91,deepmsa2_14_1,0.0
92,deepmsa2_14_2,0.015
93,deepmsa2_14_3,0.024
94,deepmsa2_14_4,0.018
95,deepmsa2_15_0,0.392
96,deepmsa2_15_1,0.106
97,deepmsa2_15_2,0.116
98,deepmsa2_15_3,0.076
99,deepmsa2_15_4,0.116
100,deepmsa2_2_0,0.067
101,deepmsa2_2_1,0.056
102,deepmsa2_2_2,0.036
103,deepmsa2_2_3,0.032
104,deepmsa2_2_4,0.061
105,deepmsa2_3_0,0.092
106,deepmsa2_3_1,0.031
107,deepmsa2_3_2,0.035
108,deepmsa2_3_3,0.0
109,deepmsa2_3_4,0.012
110,deepmsa2_4_0,0.018
111,deepmsa2_4_1,0.014
112,deepmsa2_4_2,0.0
113,deepmsa2_4_3,0.014
114,deepmsa2_4_4,0.025
115,deepmsa2_5_0,0.151
116,deepmsa2_5_1,0.014
117,deepmsa2_5_2,0.0
118,deepmsa2_5_3,0.041
119,deepmsa2_5_4,0.026
120,deepmsa2_6_0,0.103
121,deepmsa2_6_1,0.084
122,deepmsa2_6_2,0.041
123,deepmsa2_6_3,0.013
124,deepmsa2_6_4,0.026
125,deepmsa2_7_0,0.086
126,deepmsa2_7_1,0.458
127,deepmsa2_7_2,0.0
128,deepmsa2_7_3,0.076
129,deepmsa2_7_4,0.0
130,deepmsa2_8_0,0.092
131,deepmsa2_8_1,0.0
132,deepmsa2_8_2,0.0
133,deepmsa2_8_3,0.027
134,deepmsa2_8_4,0.056
135,deepmsa2_9_0,0.08
136,deepmsa2_9_1,0.029
137,deepmsa2_9_2,0.116
138,deepmsa2_9_3,0.133
139,deepmsa2_9_4,0.028
140,def_mul_comp_0,0.013
141,def_mul_comp_1,0.135
142,def_mul_comp_2,0.014
143,def_mul_comp_3,0.0
144,def_mul_comp_4,0.126
145,def_mul_drop_nos_0,0.132
146,def_mul_drop_nos_1,0.0
147,def_mul_drop_nos_2,0.072
148,def_mul_drop_nos_3,0.129
149,def_mul_drop_nos_4,0.106
150,def_mul_drop_s_0,0.145
151,def_mul_drop_s_1,0.0
152,def_mul_drop_s_2,0.194
153,def_mul_drop_s_3,0.137
154,def_mul_drop_s_4,0.0
155,def_mul_esm_msa_0,0.0
