,model,tmscore
0,af3_jian_0,0.943
1,af3_jian_1,0.945
2,af3_jian_2,0.946
3,af3_jian_3,0.948
4,af3_jian_4,0.946
5,af3_jian_5,0.944
6,af3_jian_6,0.948
7,af3_jian_7,0.946
8,af3_jian_8,0.943
9,af3_jian_9,0.946
10,af3_pawan_0,0.95
11,af3_pawan_1,0.95
12,af3_pawan_2,0.945
13,af3_pawan_3,0.946
14,af3_pawan_4,0.947
15,af3_pawan_5,0.947
16,af3_pawan_6,0.946
17,af3_pawan_7,0.941
18,af3_pawan_8,0.943
19,af3_pawan_9,0.947
20,afsample_v1_0,0.106
21,afsample_v1_1,0.179
22,afsample_v1_2,0.202
23,afsample_v1_3,0.186
24,afsample_v1_4,0.197
25,afsample_v1_not_0,0.18
26,afsample_v1_not_1,0.202
27,afsample_v1_not_2,0.089
28,afsample_v1_not_3,0.203
29,afsample_v1_not_4,0.202
30,afsample_v1_r21_not_0,0.099
31,afsample_v1_r21_not_1,0.191
32,afsample_v1_r21_not_2,0.206
33,afsample_v1_r21_not_3,0.164
34,afsample_v1_r21_not_4,0.168
35,afsample_v2_0,0.652
36,afsample_v2_1,0.519
37,afsample_v2_2,0.661
38,afsample_v2_3,0.649
39,afsample_v2_4,0.653
40,afsample_v2_not_0,0.66
41,afsample_v2_not_1,0.636
42,afsample_v2_not_2,0.643
43,afsample_v2_not_3,0.646
44,afsample_v2_not_4,0.658
45,afsample_v2_r21_not_0,0.628
46,afsample_v2_r21_not_1,0.667
47,afsample_v2_r21_not_2,0.668
48,afsample_v2_r21_not_3,0.531
49,afsample_v2_r21_not_4,0.66
50,deepmsa2_0_0,0.486
51,deepmsa2_0_1,0.494
52,deepmsa2_0_2,0.493
53,deepmsa2_0_3,0.485
54,deepmsa2_0_4,0.486
55,deepmsa2_1_0,0.516
56,deepmsa2_1_1,0.494
57,deepmsa2_1_2,0.495
58,deepmsa2_1_3,0.504
59,deepmsa2_1_4,0.501
60,deepmsa2_2_0,0.458
61,deepmsa2_2_1,0.513
62,deepmsa2_2_2,0.509
63,deepmsa2_2_3,0.496
64,deepmsa2_2_4,0.441
65,deepmsa2_3_0,0.444
66,deepmsa2_3_1,0.469
67,deepmsa2_3_2,0.505
68,deepmsa2_3_3,0.434
69,deepmsa2_3_4,0.46
70,deepmsa2_4_0,0.429
71,deepmsa2_4_1,0.448
72,deepmsa2_4_2,0.4
73,deepmsa2_4_3,0.494
74,deepmsa2_4_4,0.462
75,deepmsa2_5_0,0.457
76,deepmsa2_5_1,0.537
77,deepmsa2_5_2,0.483
78,deepmsa2_5_3,0.505
79,deepmsa2_5_4,0.483
80,deepmsa2_6_0,0.519
81,deepmsa2_6_1,0.511
82,deepmsa2_6_2,0.51
83,deepmsa2_6_3,0.506
84,deepmsa2_6_4,0.489
85,deepmsa2_7_0,0.518
86,deepmsa2_7_1,0.516
87,deepmsa2_7_2,0.505
88,deepmsa2_7_3,0.503
89,deepmsa2_7_4,0.4
90,def_mul_comp_0,0.486
91,def_mul_comp_1,0.496
92,def_mul_comp_2,0.474
93,def_mul_comp_3,0.46
94,def_mul_comp_4,0.446
95,def_mul_drop_nos_0,0.47
96,def_mul_drop_nos_1,0.483
97,def_mul_drop_nos_2,0.485
98,def_mul_drop_nos_3,0.49
99,def_mul_drop_nos_4,0.459
100,def_mul_drop_s_0,0.498
101,def_mul_drop_s_1,0.485
102,def_mul_drop_s_2,0.489
103,def_mul_drop_s_3,0.49
104,def_mul_drop_s_4,0.463
105,def_mul_esm_msa_0,0.474
106,def_mul_esm_msa_1,0.469
107,def_mul_esm_msa_2,0.455
108,def_mul_esm_msa_3,0.459
109,def_mul_esm_msa_4,0.482
110,def_mul_nopair_0,0.472
111,def_mul_nopair_1,0.483
112,def_mul_nopair_2,0.471
113,def_mul_nopair_3,0.478
114,def_mul_nopair_4,0.474
115,def_mul_not_drop_nos_0,0.512
116,def_mul_not_drop_nos_1,0.52
117,def_mul_not_drop_nos_2,0.415
118,def_mul_not_drop_nos_3,0.521
119,def_mul_not_drop_nos_4,0.507
120,def_mul_not_drop_s_0,0.543
121,def_mul_not_drop_s_1,0.527
122,def_mul_not_drop_s_2,0.511
123,def_mul_not_drop_s_3,0.508
124,def_mul_not_drop_s_4,0.532
125,def_mul_notemp_0,0.491
126,def_mul_notemp_1,0.498
127,def_mul_notemp_2,0.384
128,def_mul_notemp_3,0.505
129,def_mul_notemp_4,0.392
130,def_mul_pdb_0,0.5
131,def_mul_pdb_1,0.473
132,def_mul_pdb_2,0.473
133,def_mul_pdb_3,0.466
134,def_mul_pdb_4,0.502
135,def_mul_pdb70_0,0.508
136,def_mul_pdb70_1,0.488
137,def_mul_pdb70_2,0.537
138,def_mul_pdb70_3,0.459
139,def_mul_pdb70_4,0.465
140,def_mul_struct_0,0.484
141,def_mul_struct_1,0.494
142,def_mul_struct_2,0.48
143,def_mul_struct_3,0.476
144,def_mul_struct_4,0.483
145,default_multimer_0,0.476
146,default_multimer_1,0.516
147,default_multimer_2,0.482
148,default_multimer_3,0.459
149,default_multimer_4,0.458
150,pdb_inter_prot_sto_0,0.465
151,pdb_inter_prot_sto_1,0.446
152,pdb_inter_prot_sto_2,0.457
153,pdb_inter_prot_sto_3,0.448
154,pdb_inter_prot_sto_4,0.446
155,pdb_inter_ref_a3m_0,0.459
156,pdb_inter_ref_a3m_1,0.451
157,pdb_inter_ref_a3m_2,0.455
158,pdb_inter_ref_a3m_3,0.46
159,pdb_inter_ref_a3m_4,0.43
160,pdb_inter_ref_sto_0,0.46
